20190903084400,-20.9176082611084,Normaly
20190903085400,-20.858081817626953,Normaly
20190903090400,-21.320133209228516,Normaly
20190903091400,-21.169713973999023,Normaly
20190903092400,-21.022628784179688,Normaly
20190903093400,-21.16622543334961,Normaly
20190903094400,-21.069068908691406,Normaly
20190903095400,-20.516193389892578,Normaly
20190903100400,-21.187850952148438,Normaly
20190903101400,-21.13320541381836,Normaly
20190903102400,-20.814010620117188,Normaly
20190903103400,-20.9658203125,Normaly
20190903104400,-20.61648941040039,Normaly
20190903105400,-20.83551788330078,Normaly
20190903110400,-20.55252456665039,Normaly
20190903111400,-20.129106521606445,Normaly
20190903112400,-20.477882385253906,Normaly
20190903113400,-20.184112548828125,Normaly
20190903114400,-20.245845794677734,Normaly
20190903115400,-20.27237892150879,Normaly
20190903120400,-20.20136260986328,Normaly
20190903121400,-20.236976623535156,Normaly
20190903122400,-20.187946319580078,Normaly
20190903123400,-20.364051818847656,Normaly
20190903124400,-20.252174377441406,Normaly
20190903125400,-20.419662475585938,Normaly
20190903130400,-20.53978729248047,Normaly
20190903131400,-20.386655807495117,Normaly
20190903132400,-20.233186721801758,Normaly
20190903133400,-20.155494689941406,Normaly
20190903134400,-20.198747634887695,Normaly
20190903135400,-20.099756240844727,Normaly
20190903140400,-20.35274887084961,Normaly
20190903141400,-20.164644241333008,Normaly
20190903142400,-20.288789749145508,Normaly
20190903143400,-20.149490356445312,Normaly
20190903144400,-20.15289878845215,Normaly
20190903145400,-20.141605377197266,Normaly
20190903150400,-20.160205841064453,Normaly
20190903151400,-20.17768096923828,Normaly
20190903152400,-20.5136775970459,Normaly
20190903153400,-20.19719696044922,Normaly
20190903154400,-20.296783447265625,Normaly
20190903155400,-20.387224197387695,Normaly
20190903160400,-20.131086349487305,Normaly
20190903161400,-27.7908935546875,Normaly
20190903162400,-20.195398330688477,Normaly
20190903163400,-20.20067024230957,Normaly
20190903164400,-20.22364616394043,Normaly
20190903165400,-20.156509399414062,Normaly
20190903170400,-20.17913055419922,Normaly
20190903171400,-20.440643310546875,Normaly
20190903172400,-21.177738189697266,Normaly
20190903173400,-20.31581687927246,Normaly
20190903174400,-20.523590087890625,Normaly
20190903175400,-20.088626861572266,Normaly
20190903180400,-20.162403106689453,Normaly
20190903181400,-20.37273597717285,Normaly
20190903182400,-20.228538513183594,Normaly
20190903183400,-20.166763305664062,Normaly
20190903184400,-20.23281478881836,Normaly
20190903185400,-20.37348175048828,Normaly
20190903190400,-20.181724548339844,Normaly
20190903191400,-20.16864776611328,Normaly
20190903192400,-20.16522979736328,Normaly
20190903193400,-20.11091423034668,Normaly
20190903194400,-20.3779354095459,Normaly
20190903195400,-20.26435089111328,Normaly
20190903200400,-20.272401809692383,Normaly
20190903201400,-20.521713256835938,Normaly
20190903202400,-20.458324432373047,Normaly
20190903203400,-20.0903377532959,Normaly
20190903204400,-20.2098331451416,Normaly
20190903205400,-20.081214904785156,Normaly
20190903210400,-20.29189682006836,Normaly
20190903211400,-21.943317413330078,Normaly
20190903212400,-20.236858367919922,Normaly
20190903213400,-20.314531326293945,Normaly
20190903214400,-20.30391502380371,Normaly
20190903215400,-20.31085777282715,Normaly
20190903220400,-20.283374786376953,Normaly
20190903221400,-20.48893165588379,Normaly
20190903222400,-20.263648986816406,Normaly
20190903223400,-20.124267578125,Normaly
20190903224400,-20.133148193359375,Normaly
20190903225400,-20.2385311126709,Normaly
20190903230400,-20.174488067626953,Normaly
20190903231400,-20.353994369506836,Normaly
20190903232400,-20.12067413330078,Normaly
20190903233400,-20.25208282470703,Normaly
20190903234400,-20.19046401977539,Normaly
20190903235400,-20.135509490966797,Normaly
20190904000400,-20.485755920410156,Normaly
20190904001400,-20.1939697265625,Normaly
20190904002400,-20.301815032958984,Normaly
20190904003400,-20.17735481262207,Normaly
20190904004400,-20.24665069580078,Normaly
20190904005400,-20.112539291381836,Normaly
20190904010400,-20.316558837890625,Normaly
20190904011400,-20.213661193847656,Normaly
20190904012400,-20.205320358276367,Normaly
20190904013400,-20.211036682128906,Normaly
20190904014400,-20.276123046875,Normaly
20190904015400,-20.34665298461914,Normaly
20190904020400,-20.566707611083984,Normaly
20190904021400,-20.474769592285156,Normaly
20190904022400,-20.319597244262695,Normaly
20190904023400,-20.338966369628906,Normaly
20190904024400,-20.38259506225586,Normaly
20190904025400,-20.43189239501953,Normaly
20190904030400,-20.633548736572266,Normaly
20190904031400,-20.289600372314453,Normaly
20190904032400,-20.336212158203125,Normaly
20190904033400,-20.44696807861328,Normaly
20190904034400,-20.260009765625,Normaly
20190904035400,-20.424396514892578,Normaly
20190904040400,-20.170181274414062,Normaly
20190904041400,-20.25588035583496,Normaly
20190904042400,-20.222305297851562,Normaly
20190904043400,-20.115924835205078,Normaly
20190904044400,-20.279020309448242,Normaly
20190904045400,-20.10909652709961,Normaly
20190904050400,-20.199249267578125,Normaly
20190904051400,-20.123558044433594,Normaly
20190904052400,-20.55134391784668,Normaly
20190904053400,-20.222015380859375,Normaly
20190904054400,-20.467529296875,Normaly
20190904055400,-20.19575309753418,Normaly
20190904060400,-20.069061279296875,Normaly
20190904061400,-20.492942810058594,Normaly
20190904062400,-20.749507904052734,Normaly
20190904063400,-20.410655975341797,Normaly
20190904064400,-20.833641052246094,Normaly
